_id,count,pinyin_list,defn_list
衄,3,"[""nv̀"",""nv̀"",""nv̀""]","[""/old variant of 衄[nu:4]/"",""/variant of 衄[nu:4]/"",""/to bleed from the nose (or from the ears, gums etc)/fig. to be defeated/""]"
驱,3,"[""qū"",""qū"",""qū""]","[""/variant of 驅|驱[qu1]/"",""/old variant of 驅|驱[qu1]/"",""/to expel/to urge on/to drive/to run quickly/""]"
赍,3,"[""jī"",""jī"",""jī""]","[""/to present (a gift)/to harbor (a feeling)/"",""/variant of 齎|赍[ji1]/"",""/send/to present in both hands/""]"
蒙,3,"[""méng"",""méng"",""méng""]","[""/drizzle/mist/"",""/to deceive/to cheat/to hoodwink/to make a wild guess/blind/dim-sighted/"",""/surname Meng/Mongol ethnic group/abbr. for Mongolia 蒙古國|蒙古国[Meng3 gu3 guo2]/Taiwan pr. [Meng2]/(knocked) unconscious/dazed/stunned/to cover/ignorant/to suffer (misfortune)/to receive (a favor)/to cheat/""]"
裙,3,"[""qún"",""qún"",""qún""]","[""/old variant of 裙[qun2]/"",""/skirt/CL:條|条[tiao2]/"",""/old variant of 裙[qun2]/""]"
启,3,"[""qǐ"",""qǐ"",""qǐ""]","[""/variant of 啟|启[qi3]/"",""/variant of 啟|启[qi3]/"",""/Qi son of Yu the Great 禹[Yu3], reported founder of the Xia Dynasty 夏朝[Xia4 Chao2] (c. 2070-c. 1600 BC)/to open/to start/to initiate/to enlighten or awaken/to state/to inform/""]"
砖,3,"[""zhuān"",""zhuān"",""zhuān""]","[""/variant of 甎|砖[zhuan1]/"",""/variant of 磚|砖[zhuan1]/"",""/brick/CL:塊|块[kuai4]/""]"
俊,3,"[""jùn"",""jùn"",""jùn""]","[""/old variant of 俊[jun4]/"",""/smart/eminent/handsome/talented/(dialectal pronunciation of 俊[jun4])/cool/neat/"",""/variant of 俊[jun4]/""]"
笺,3,"[""jiān"",""jiān"",""jiān""]","[""/variant of 箋|笺[jian1]/"",""/variant of 箋|笺[jian1]/"",""/letter/note-paper/""]"
灾,3,"[""zāi"",""zāi"",""zāi""]","[""/disaster/calamity/"",""/variant of 災|灾[zai1]/"",""/old variant of 災|灾[zai1]/""]"
系,3,"[""xì"",""xì"",""xì""]","[""/to connect/to relate to/to tie up/to bind/to be (literary)/"",""/system/department/faculty/"",""/to tie/to fasten/to button up/to connect/to arrest/to worry/""]"
嗥,3,"[""háo"",""háo"",""háo""]","[""/to howl (like a wolf)/"",""/variant of 嗥[hao2]/"",""/old variant of 嗥[hao2]/""]"
毁,3,"[""hǔi"",""hǔi"",""hǔi""]","[""/to destroy/to damage/to ruin/to defame/to slander/"",""/variant of 毀|毁[hui3]/to destroy by fire/a blaze/"",""/variant of 毀|毁[hui3]/to defame/to slander/""]"
粳,3,"[""gēng"",""gēng"",""gēng""]","[""/variant of 粳[jing1]/"",""/variant of 粳[jing1]/"",""/round-grained nonglutinous rice (Japonica rice)/Taiwan pr. [geng1]/""]"
敕,3,"[""chì"",""chì"",""chì""]","[""/variant of 敕[chi4]/"",""/variant of 敕[chi4]/"",""/imperial orders/""]"
倏,3,"[""shū"",""shū"",""shū""]","[""/sudden/abrupt/Taiwan pr. [shu4]/"",""/variant of 倏[shu1]/"",""/variant of 倏[shu1]/""]"
曲,3,"[""qū"",""qū"",""qū""]","[""/surname Qu/bent/crooked/wrong/tune/song/CL:支[zhi1]/"",""/variant of 麴|曲[qu1]/"",""/yeast/Aspergillus (includes many common molds)/Taiwan pr. [qu2]/""]"
袜,3,"[""wà"",""wà"",""wà""]","[""/socks/stockings/"",""/variant of 韤|袜[wa4]/"",""/variant of 襪|袜[wa4]/""]"
晰,3,"[""xī"",""xī"",""xī""]","[""/clear/distinct/"",""/variant of 晰[xi1]/variant of 皙|晰[xi1]/"",""/white/variant of 晰[xi1]/""]"
里,3,"[""lǐ"",""lǐ"",""lǐ""]","[""/variant of 裡|里[li3]/"",""/lining/interior/inside/internal/also written 裏|里[li3]/"",""/Li (surname)/li, ancient measure of length, approx. 500 m/neighborhood/ancient administrative unit of 25 families/(Tw) borough, administrative unit between the township 鎮|镇[zhen4] and neighborhood 鄰|邻[lin2] levels/""]"
汇,3,"[""hùi"",""hùi"",""hùi""]","[""/to remit/to converge (of rivers)/to exchange/"",""/class/collection/"",""/variant of 匯|汇[hui4]/""]"
碇,3,"[""dìng"",""dìng"",""dìng""]","[""/variant of 碇[ding4]/"",""/variant of 碇[ding4]/"",""/anchor/""]"
拿,3,"[""ná"",""ná"",""ná""]","[""/old variant of 拿[na2]/"",""/variant of 拿[na2]/"",""/to hold/to seize/to catch/to apprehend/to take/(used in the same way as 把[ba3]: to mark the following noun as a direct object)/""]"
仿,3,"[""fǎng"",""fǎng"",""fǎng""]","[""/to imitate/to copy/"",""/variant of 仿[fang3]/"",""/seemingly/""]"
视,3,"[""shì"",""shì"",""shì""]","[""/variant of 視|视[shi4]/variant of 示[shi4]/"",""/old variant of 視|视[shi4]/"",""/to look at/to regard/to inspect/""]"
熏,3,"[""xūn"",""xūn"",""xūn""]","[""/to smoke/to fumigate/to assail the nostrils/to perfume/"",""/variant of 熏[xun1]/"",""/fragrance/warm/to educate/variant of 熏[xun1]/to smoke/to fumigate/""]"
棋,3,"[""qí"",""qí"",""qí""]","[""/variant of 棋[qi2]/"",""/chess/chess-like game/a game of chess/CL:盤|盘[pan2]/chess piece/CL:個|个[ge4],顆|颗[ke1]/"",""/variant of 棋[qi2]/""]"
磷,3,"[""lín"",""lín"",""lín""]","[""/variant of 磷[lin2]/"",""/phosphorus (chemistry)/"",""/variant of 磷[lin2]/""]"
下面,2,"[""xià miàn"",""xià miàn""]","[""/below/under/next/the following/also pr. [xia4 mian5]/"",""/to boil noodles/""]"
兜,2,"[""dōu"",""dōu""]","[""/pocket/bag/to wrap up or hold in a bag/to move in a circle/to canvas or solicit/to take responsibility for/to disclose in detail/combat armor (old)/"",""/old variant of 兜[dou1]/""]"
回旋,2,"[""húi xuán"",""húi xuán""]","[""/to cycle around/cyclotron/slalom/"",""/to turn around/maneuvering room/leeway/""]"
鸦,2,"[""yā"",""yā""]","[""/crow/"",""/variant of 鴉|鸦[ya1]/""]"
太平洋周边,2,"[""tài píng yáng zhōu biān"",""tài píng yáng zhōu biān""]","[""/variant of 太平洋週邊|太平洋周边[Tai4 ping2 Yang2 Zhou1 bian1], Pacific Rim/"",""/Pacific Rim/""]"
家伙,2,"[""jiā huǒ"",""jiā huǒ""]","[""/variant of 家伙[jia1 huo5]/"",""/household dish, implement or furniture/domestic animal/(coll.) guy/chap/weapon/""]"
罚,2,"[""fá"",""fá""]","[""/to punish/to penalize/"",""/variant of 罰|罚[fa2]/""]"
獐,2,"[""zhāng"",""zhāng""]","[""/river deer/roebuck/"",""/variant of 獐[zhang1]/""]"
塍,2,"[""chéng"",""chéng""]","[""/variant of 塍[cheng2]/"",""/raised path between fields/""]"
拖,2,"[""tuō"",""tuō""]","[""/variant of 拖[tuo1]/"",""/to drag/to tow/to trail/to hang down/to mop (the floor)/to delay/to drag on/""]"
启蒙,2,"[""qǐ méng"",""qǐ méng""]","[""/variant of 啟蒙|启蒙[qi3 meng2]/to instruct the young/"",""/to instruct the young/to initiate/to awake sb from ignorance/to free sb from prejudice or superstition/primer/enlightened/the Enlightenment/Western learning from the late Qing dynasty/""]"
挽,2,"[""wǎn"",""wǎn""]","[""/to pull/to draw (a cart or a bow)/to roll up/to coil/to carry on the arm/to lament the dead/(fig.) to pull against/to recover/"",""/variant of 挽[wan3]/to draw (a cart)/to lament the dead/""]"
匝,2,"[""zā"",""zā""]","[""/circuit/to surround/to extend (everywhere)/"",""/variant of 匝[za1]/""]"
馔,2,"[""zhuàn"",""zhuàn""]","[""/old variant of 饌|馔[zhuan4]/"",""/food/delicacies/""]"
付之一叹,2,"[""fù zhī yī tàn"",""fù zhī yī tàn""]","[""/to dismiss with a sigh (idiom); a hopeless case/"",""/to dismiss with a sigh (idiom); a hopeless case/""]"
台东县,2,"[""tái dōng xiàn"",""tái dōng xiàn""]","[""/Taitung County in southeast Taiwan/"",""/Taitung County in southeast Taiwan/""]"
淆,2,"[""yáo"",""yáo""]","[""/variant of 淆[xiao2]/"",""/confused and disorderly/mixed/Taiwan pr. [yao2]/""]"
谟,2,"[""mó"",""mó""]","[""/plan/to practice/"",""/old variant of 謨|谟[mo2]/""]"
嘎,2,"[""gā"",""gā""]","[""/cackling sound/"",""/old variant of 嘎[ga2]/""]"
台北县,2,"[""tái běi xiàn"",""tái běi xiàn""]","[""/Taibei or Taipei county in north Taiwan/"",""/Taipei county in north Taiwan (now renamed 新北市[Xin1 bei3 shi4])/""]"
附,2,"[""fù"",""fù""]","[""/variant of 附[fu4]/"",""/to add/to attach/to be close to/to be attached/""]"
痱,2,"[""fèi"",""fèi""]","[""/variant of 痱[fei4]/"",""/prickly heat/""]"
放之四海而皆准,2,"[""fàng zhī sì hǎi ér jiē zhǔn"",""fàng zhī sì hǎi ér jiē zhǔn""]","[""/appropriate to any place and any time (idiom); universally applicable/a panacea/"",""/applicable anywhere (idiom)/""]"
药,2,"[""yào"",""yào""]","[""/leaf of the iris/variant of 藥|药[yao4]/"",""/medicine/drug/substance used for a specific purpose (e.g. poisoning, explosion, fermenting)/CL:種|种[zhong3],服[fu4],味[wei4]/to poison/""]"
台西,2,"[""tái xī"",""tái xī""]","[""/Taixi or Taihsi township in Yunlin county 雲林縣|云林县[Yun2 lin2 xian4], Taiwan/"",""/Taixi or Taihsi township in Yunlin county 雲林縣|云林县[Yun2 lin2 xian4], Taiwan/""]"
卷心菜,2,"[""juàn xīn cài"",""juàn xīn cài""]","[""/cabbage/CL:棵[ke1]/"",""/variant of 卷心菜[juan3 xin1 cai4]/""]"
伪,2,"[""wěi"",""wěi""]","[""/false/fake/forged/bogus/(prefix) pseudo-/Taiwan pr. [wei4]/"",""/variant of 偽|伪[wei3]/""]"
裤,2,"[""kù"",""kù""]","[""/variant of 褲|裤[ku4]/"",""/underpants/trousers/pants/""]"
帘,2,"[""lián"",""lián""]","[""/flag used as a shop sign/variant of 簾|帘[lian2]/"",""/hanging screen or curtain/""]"
莼,2,"[""chún"",""chún""]","[""/edible water plant/Brasenia schreberi/"",""/edible water plant/Brasenia schreberi/""]"
蠢,2,"[""chǔn"",""chǔn""]","[""/variant of 蠢[chun3]/stupid/"",""/stupid/sluggish/clumsy/to wiggle (of worms)/to move in a disorderly fashion/""]"
券,2,"[""quàn"",""quàn""]","[""/bond (esp. document split in two, with each party holding one half)/contract/deed (i.e. title deeds)/ticket/voucher/certificate/"",""/variant of 券[quan4]/""]"
觅,2,"[""mì"",""mì""]","[""/to seek/to find/"",""/old variant of 覓|觅[mi4]/""]"
峒,2,"[""tóng"",""tóng""]","[""/cave/cavern/name of a mountain/"",""/variant of 峒[tong2]/""]"
唣,2,"[""zào"",""zào""]","[""/variant of 唣[zao4]/"",""/see 羅唣|罗唣, to create a disturbance/to make trouble/to harass/""]"
徇,2,"[""xùn"",""xùn""]","[""/to give in to/to be swayed by (personal considerations etc)/Taiwan pr. [xun2]/to follow/to expose publicly/variant of 侚[xun4]/variant of 殉[xun4]/"",""/variant of 徇[xun4]/""]"
骡,2,"[""luó"",""luó""]","[""/mule/CL:匹[pi3],頭|头[tou2]/"",""/variant of 騾|骡[luo2]/""]"
辄,2,"[""zhé"",""zhé""]","[""/then/at once/always/(archaic) luggage rack on a chariot/"",""/variant of 輒|辄[zhe2]/""]"
眦,2,"[""zì"",""zì""]","[""/corner of the eye/canthus/eye socket/"",""/variant of 眥|眦[zi4]/""]"
荡漾,2,"[""dàng yàng"",""dàng yàng""]","[""/to ripple/to undulate/also written 蕩漾|荡漾/"",""/to ripple/to undulate/""]"
累累,2,"[""lèi lèi"",""lèi lèi""]","[""/(literary) (of fruit, achievements etc) clusters of/piles of/heaps of/gaunt/haggard/wretched/Taiwan pr. [lei3 lei3]/again and again/innumerable/repeated/riddled with/accumulated/"",""/variant of 累累[lei2 lei2]/""]"
话,2,"[""huà"",""huà""]","[""/dialect/language/spoken words/speech/talk/words/conversation/what sb said/CL:種|种[zhong3],席[xi2],句[ju4],口[kou3],番[fan1]/"",""/old variant of 話|话[hua4]/""]"
松,2,"[""sōng"",""sōng""]","[""/surname Song/pine/CL:棵[ke1]/"",""/loose/to loosen/to relax/floss (dry, fluffy food product made from shredded, seasoned meat or fish, used as a topping or filling)/""]"
汇编,2,"[""hùi biān"",""hùi biān""]","[""/to compile/collection/compilation/"",""/variant of 匯編|汇编[hui4 bian1]/""]"
服务台,2,"[""fú wù tái"",""fú wù tái""]","[""/service desk/information desk/reception desk/"",""/service desk/information desk/reception desk/""]"
刨,2,"[""bào"",""bào""]","[""/carpenter's plane/to plane (woodwork)/to shave off/to peel (with a potato peeler etc)/to dig/to excavate/(coll.) to exclude/not to count/to deduct/to subtract/"",""/variant of 刨[bao4]/""]"
盍,2,"[""hé"",""hé""]","[""/variant of 盍[he2]/"",""/why not/""]"
冬,2,"[""dōng"",""dōng""]","[""/winter/"",""/surname Dong/(onom.) beating a drum/rat-a-tat/""]"
农,2,"[""nóng"",""nóng""]","[""/surname Nong/peasant/to farm/agriculture/diligent (old)/government field official (old)/"",""/variant of 農|农[nong2]/""]"
妆,2,"[""zhuāng"",""zhuāng""]","[""/(of a woman) to adorn oneself/makeup/adornment/trousseau/stage makeup and costume/"",""/variant of 妝|妆[zhuang1]/""]"
为,2,"[""wèi"",""wèi""]","[""/as (in the capacity of)/to take sth as/to act as/to serve as/to behave as/to become/to be/to do/by (in the passive voice)/because of/for/to/"",""/variant of 為|为[wei2]/as (i.e. in the capacity of)/to take sth as/to act as/to serve as/to behave as/to become/to be/to do/variant of 為|为[wei4], because of/for/to/""]"
一准,2,"[""yī zhǔn"",""yī zhǔn""]","[""/certainly/also written 一準|一准[yi1 zhun3]/"",""/certainly/""]"
趟,2,"[""tàng"",""tàng""]","[""/old variant of 趟[tang1]/"",""/to wade/to trample/to turn the soil/classifier for times, round trips or rows/a time/a trip/""]"
唇,2,"[""chún"",""chún""]","[""/lip/"",""/variant of 唇[chun2]/""]"
回避,2,"[""húi bì"",""húi bì""]","[""/variant of 迴避|回避[hui2 bi4]/"",""/to shun/to avoid (sb)/to skirt/to evade (an issue)/to step back/to withdraw/to recuse (a judge etc)/""]"
俟,2,"[""sì"",""sì""]","[""/see 万俟[Mo4 qi2]/(literary) to wait for/"",""/variant of 俟[si4]/""]"
璇,2,"[""xuán"",""xuán""]","[""/(jade)/"",""/variant of 璇[xuan2]/""]"
侃,2,"[""kǎn"",""kǎn""]","[""/upright and honest/cheerful/to chat idly/to boast/to talk smoothly/"",""/old variant of 侃[kan3]/""]"
叹,2,"[""tàn"",""tàn""]","[""/to sigh/to exclaim/"",""/variant of 嘆|叹[tan4]/""]"
鹚,2,"[""zī"",""zī""]","[""/cormorant/"",""/variant of 鶿|鹚[ci2]/""]"
发包,2,"[""fā bāo"",""fā bāo""]","[""/to put out to contract/"",""/bun hair extension/""]"
布,2,"[""bù"",""bù""]","[""/variant of 布[bu4]/to announce/to spread/"",""/cloth/to declare/to announce/to spread/to make known/""]"
凶恶,2,"[""xiōng è"",""xiōng è""]","[""/fierce/ferocious/fiendish/frightening/"",""/variant of 兇惡|凶恶, fierce/ferocious/fiendish/frightening/""]"
仙台,2,"[""xiān tái"",""xiān tái""]","[""/Sendai, city in northeast Japan/"",""/Sendai, capital of Miyagi prefecture 宮城縣|宫城县[Gong1 cheng2 xian4] in northeast Japan/""]"
咒,2,"[""zhòu"",""zhòu""]","[""/variant of 咒[zhou4]/"",""/incantation/magic spell/curse/malediction/to revile/to put a curse on sb/""]"
映,2,"[""yìng"",""yìng""]","[""/to reflect (light)/to shine/to project (an image onto a screen etc)/"",""/old variant of 映[ying4]/""]"
纂,2,"[""zuǎn"",""zuǎn""]","[""/variant of 纂[zuan3]/to compile/"",""/to compile/bun (of hair)/red silk ribbon/variant of 纘|缵[zuan3]/""]"
燕,2,"[""yàn"",""yàn""]","[""/Yan, a vassal state of Zhou in modern Hebei and Liaoning/north Hebei/the four Yan kingdoms of the Sixteen Kingdoms, namely: Former Yan 前燕 (337-370), Later Yan 後燕|后燕 (384-409), Southern Yan 南燕 (398-410), Northern Yan 北燕 (409-436)/surname Yan/swallow (family Hirundinidae)/old variant of 宴[yan4]/"",""/variant of 燕[yan4]/""]"
锁,2,"[""suǒ"",""suǒ""]","[""/to lock up/to lock/lock/CL:把[ba3]/"",""/old variant of 鎖|锁[suo3]/""]"
享,2,"[""xiǎng"",""xiǎng""]","[""/to enjoy/to benefit/to have the use of/"",""/old variant of 享[xiang3]/""]"
叫,2,"[""jiào"",""jiào""]","[""/to shout/to call/to order/to ask/to be called/by (indicates agent in the passive mood)/"",""/variant of 叫[jiao4]/""]"
魂,2,"[""hún"",""hún""]","[""/old variant of 魂[hun2]/"",""/soul/spirit/immortal soul, i.e. that can be detached from the body/""]"
隶,2,"[""lì"",""lì""]","[""/variant of 隸|隶[li4]/"",""/attached to/scribe/""]"
螂,2,"[""láng"",""láng""]","[""/variant of 螂[lang2]/"",""/dragonfly/mantis/""]"
淳,2,"[""chún"",""chún""]","[""/genuine/pure/honest/"",""/old variant of 淳[chun2]/""]"
这里,2,"[""zhè lǐ"",""zhè lǐ""]","[""/variant of 這裡|这里[zhe4 li3]/"",""/here/""]"
朱,2,"[""zhū"",""zhū""]","[""/surname Zhu/vermilion/"",""/cinnabar/see 硃砂|朱砂[zhu1 sha1]/""]"
录,2,"[""lù"",""lù""]","[""/to carve wood/"",""/surname Lu/diary/record/to hit/to copy/""]"
稗,2,"[""bài"",""bài""]","[""/barnyard millet (Echinochloa crus-galli)/Panicum crus-galli/(literary) insignificant/trivial/"",""/polished rice/old variant of 稗[bai4]/""]"
榨,2,"[""zhà"",""zhà""]","[""/variant of 榨[zha4]/to press/to extract (juice)/"",""/to press/to extract (juice)/device for extracting juice, oils etc/""]"
屃,2,"[""xì"",""xì""]","[""/variant of 屭|屃[xi4]/"",""/see 贔屭|赑屃[Bi4 xi4]/""]"
并系群,2,"[""bìng xì qún"",""bìng xì qún""]","[""/paraphyletic group/"",""/paraphyletic group/also written 並系群|并系群[bing4 xi4 qun2]/""]"
钻,2,"[""zuàn"",""zuàn""]","[""/variant of 鑽|钻[zuan4]/"",""/to drill/to bore/to get into/to make one's way into/to enter (a hole)/to thread one's way through/to study intensively/to dig into/to curry favor for personal gain/an auger/diamond/""]"
默叹,2,"[""mò tàn"",""mò tàn""]","[""/to admire inwardly/"",""/to admire inwardly/""]"
芸,2,"[""yún"",""yún""]","[""/Japanese variant of 藝|艺[yi4]/common rue (Ruta graveolens)/books and libraries/"",""/see 蕓薹|芸薹[yun2 tai2]/""]"
窥,2,"[""kūi"",""kūi""]","[""/to peep/to pry into/"",""/variant of 窺|窥[kui1]/""]"
卷,2,"[""juàn"",""juàn""]","[""/to roll up/roll/classifier for small rolled things (wad of paper money, movie reel etc)/scroll/book/volume/chapter/examination paper/classifier for books, paintings: volume, scroll/"",""/to roll (up)/to sweep up/to carry on/roll/""]"
游,2,"[""yóu"",""yóu""]","[""/surname You/to swim/variant of 遊|游[you2]/"",""/to walk/to tour/to roam/to travel/""]"
群,2,"[""qún"",""qún""]","[""/variant of 群[qun2]/"",""/group/crowd/flock, herd, pack etc/""]"
巡,2,"[""xún"",""xún""]","[""/to patrol/to make one's rounds/classifier for rounds of drinks/"",""/variant of 巡[xun2]/""]"
核,2,"[""hé"",""hé""]","[""/pit/stone/nucleus/nuclear/to examine/to check/to verify/"",""/variant of 核[he2]/to investigate/""]"
筑,2,"[""zhú"",""zhú""]","[""/short name for Guiyang 貴陽|贵阳[Gui4 yang2]/five-string lute/Taiwan pr. [zhu2]/"",""/to build/to construct/to ram/to hit/Taiwan pr. [zhu2]/""]"
铲,2,"[""chǎn"",""chǎn""]","[""/to level off/to root up/"",""/to shovel/to remove/spade/shovel/""]"
棱,2,"[""léng"",""léng""]","[""/square beam/variant of 稜|棱[leng2]/"",""/corner/edge/arris (sharp ridge formed by two surfaces meeting at an edge)/protrusion/""]"
舍,2,"[""shè"",""shè""]","[""/to give up/to abandon/to give alms/"",""/surname She/old variant of 捨|舍[she3]/residence/""]"
庄,2,"[""zhuāng"",""zhuāng""]","[""/variant of 莊|庄[zhuang1]/"",""/surname Zhuang/farmstead/village/manor/place of business/banker (in a gambling game)/grave or solemn/holdings of a landlord (in imperial China)/""]"
别致,2,"[""bié zhì"",""bié zhì""]","[""/unusual/unique/"",""/variant of 別緻|别致[bie2 zhi4]/""]"
一并,2,"[""yī bìng"",""yī bìng""]","[""/variant of 一併|一并, to lump together/to treat along with all the others/"",""/to lump together/to treat along with all the others/""]"
琴,2,"[""qín"",""qín""]","[""/guqin 古琴[gu3 qin2] (a type of zither)/musical instrument in general/"",""/variant of 琴[qin2], guqin or zither/""]"
冲决,2,"[""chōng jué"",""chōng jué""]","[""/to burst (e.g. a dam)/"",""/to burst (e.g. a dam)/""]"
饷,2,"[""xiǎng"",""xiǎng""]","[""/soldier's pay/"",""/variant of 餉|饷[xiang3]/""]"
浅尝者,2,"[""qiǎn cháng zhě"",""qiǎn cháng zhě""]","[""/dilettante/amateur/dabbler/"",""/dilettante/amateur/dabbler/""]"
脏,2,"[""zāng"",""zāng""]","[""/viscera/(anatomy) organ/"",""/dirty/filthy/""]"
神雕侠侣,2,"[""shén diāo xiá lv̌"",""shén diāo xiá lv̌""]","[""/The Return of the Condor Heroes (classic wuxia martial arts TV films of 1998 and 2006 based on novel by Jinyong 金庸)/variant of 神鵰俠侶|神雕侠侣/"",""/The Return of the Condor Heroes (classic wuxia martial arts TV films of 1998 and 2006 based on novel by Jinyong 金庸)/""]"
匾,2,"[""biǎn"",""biǎn""]","[""/horizontal rectangular inscribed tablet hung over a door or on a wall/shallow round woven bamboo basket/"",""/basket-couch in coffin/""]"
北京周报,2,"[""běi jīng zhōu bào"",""běi jīng zhōu bào""]","[""/Beijing Review/also written 北京週報|北京周报/"",""/Beijing Review/""]"
趁,2,"[""chèn"",""chèn""]","[""/to avail oneself of/to take advantage of/"",""/old variant of 趁[chen4]/""]"
棂,2,"[""líng"",""líng""]","[""/latticework on a window/"",""/variant of 櫺|棂[ling2]/""]"
幕,2,"[""mù"",""mù""]","[""/curtain or screen/canopy or tent/headquarters of a general/act (of a play)/"",""/old variant of 幕[mu4]/curtain/screen/""]"
席,2,"[""xí"",""xí""]","[""/surname Xi/woven mat/seat/banquet/place in a democratic assembly/classifier for banquets, conversations etc/"",""/variant of 席[xi2]/woven mat/""]"
村,2,"[""cūn"",""cūn""]","[""/village/"",""/variant of 村[cun1]/""]"
鞍,2,"[""ān"",""ān""]","[""/graphic variant of 鞍[an1]/"",""/saddle/""]"
愈,2,"[""yù"",""yù""]","[""/the more...(the more...)/to recover/to heal/better/"",""/variant of 愈[yu4]/to heal/""]"
浚,2,"[""jùn"",""jùn""]","[""/to deepen (e.g. a ditch)/to extract/to manage/ladle (old)/"",""/variant of 浚[jun4]/""]"
毙,2,"[""bì"",""bì""]","[""/to die/to shoot dead/to reject/to fall forward/(suffix) to death/"",""/to collapse/variant of 斃|毙[bi4]/variant of 獙[bi4]/""]"
朵,2,"[""duǒ"",""duǒ""]","[""/flower/earlobe/fig. item on both sides/classifier for flowers, clouds etc/"",""/variant of 朵[duo3]/""]"
船,2,"[""chuán"",""chuán""]","[""/variant of 船[chuan2]/"",""/boat/vessel/ship/CL:條|条[tiao2],艘[sou1],隻|只[zhi1]/""]"
宝,2,"[""bǎo"",""bǎo""]","[""/variant of 寶|宝[bao3]/"",""/jewel/gem/treasure/precious/""]"
蹄,2,"[""tí"",""tí""]","[""/hoof/pig's trotters/"",""/variant of 蹄[ti2]/""]"
尔,2,"[""ěr"",""ěr""]","[""/variant of 爾|尔[er3]/"",""/thus/so/like that/you/thou/""]"
楫,2,"[""jí"",""jí""]","[""/oar (archaic)/"",""/variant of 楫[ji2]/""]"
捍,2,"[""hàn"",""hàn""]","[""/variant of 捍[han4]/"",""/to ward off (a blow)/to withstand/to defend/""]"
射,2,"[""shè"",""shè""]","[""/old variant of 射[she4]/"",""/to shoot/to launch/to allude to/radio- (chemistry)/""]"
台子,2,"[""tái zǐ"",""tái zǐ""]","[""/desk/(pool etc) table/"",""/platform/stand/""]"
糕,2,"[""gāo"",""gāo""]","[""/cake/"",""/variant of 糕[gao1]/""]"
杠,2,"[""gāng"",""gāng""]","[""/flagpole/footbridge/variant of 槓|杠[gang4]/"",""/thick pole/bar/rod/thick line/to mark with a thick line/to sharpen (knife)/(old) coffin-bearing pole/""]"
闸,2,"[""zhá"",""zhá""]","[""/old variant of 閘|闸[zha2]/sluice/lock (on waterway)/"",""/gear/brake/sluice/lock (on waterway)/electric switch or circuit breaker/""]"
炮击,2,"[""pào jí"",""pào jí""]","[""/to shell/to bombard/bombardment/"",""/to shell/to bombard/bombardment/""]"
虻,2,"[""méng"",""méng""]","[""/horsefly/gadfly/"",""/old variant of 虻[meng2]/""]"
阳台,2,"[""yáng tái"",""yáng tái""]","[""/variant of 陽臺|阳台[yang2 tai2]/"",""/balcony/porch/""]"
震荡,2,"[""zhèn dàng"",""zhèn dàng""]","[""/to shake up/to jolt/to vibrate/to oscillate/to fluctuate/"",""/to vibrate/to shake/to shudder/""]"
朱砂,2,"[""zhū shā"",""zhū shā""]","[""/cinnabar/mercuric sulfide HgS/also written 硃砂|朱砂[zhu1 sha1]/"",""/cinnabar/mercuric sulfide HgS/""]"
卤,2,"[""lǔ"",""lǔ""]","[""/to stew in soy sauce and spices/"",""/alkaline soil/salt/brine/halogen (chemistry)/crass/stupid/""]"
关系,2,"[""guān xì"",""guān xì""]","[""/relation/relationship/to concern/to affect/to have to do with/guanxi/CL:個|个[ge4]/"",""/variant of 關係|关系[guan1 xi5]/""]"
诉,2,"[""sù"",""sù""]","[""/variant of 訴|诉[su4]/"",""/to complain/to sue/to tell/""]"
羌,2,"[""qiāng"",""qiāng""]","[""/Qiang ethnic group of northwestern Sichuan/surname Qiang/muntjac/grammar particle indicating nonsense (classical)/"",""/variant of 羌[qiang1]/""]"
赞同,2,"[""zàn tóng"",""zàn tóng""]","[""/to approve of/to endorse/(vote) in favor/"",""/to approve of/to endorse/(vote) in favor/""]"
繁,2,"[""fán"",""fán""]","[""/old variant of 繁[fan2]/"",""/complicated/many/in great numbers/abbr. for 繁體|繁体[fan2 ti3], traditional form of Chinese characters/""]"
锹,2,"[""qiāo"",""qiāo""]","[""/variant of 鍬|锹[qiao1]/"",""/shovel/spade/""]"
眯,2,"[""mǐ"",""mǐ""]","[""/to blind (as with dust)/Taiwan pr. [mi3]/"",""/to narrow one's eyes/to squint/(dialect) to take a nap/""]"
胳,2,"[""gē"",""gē""]","[""/variant of 胳[ge1]/"",""/armpit/""]"
局限,2,"[""jú xiàn"",""jú xiàn""]","[""/variant of 局限[ju2 xian4]/"",""/to limit/to confine/to restrict sth within set boundaries/""]"
噪,2,"[""zào"",""zào""]","[""/the chirping of birds or insects/noise/clamor/buzzing/disturbance/"",""/variant of 噪[zao4]/""]"
获刑,2,"[""huò xíng"",""huò xíng""]","[""/to be punished/"",""/to be punished/""]"
伙,2,"[""huǒ"",""huǒ""]","[""/meals (abbr. for 伙食[huo3 shi2])/variant of 夥|伙[huo3]/"",""/companion/partner/group/classifier for groups of people/to combine/together/""]"
捏,2,"[""niē"",""niē""]","[""/to pinch (with one's fingers)/to knead/to make up/"",""/variant of 捏[nie1]/""]"
踩,2,"[""cǎi"",""cǎi""]","[""/variant of 踩[cai3]/"",""/to step on/to tread/to stamp/to press a pedal/to pedal (a bike)/(online) to downvote/""]"
