radical_no,char,radical_char,description,pinyin,strokes
167,鉿,钅,metal,jīn,5
167,銀,钅,metal,jīn,5
167,銁,钅,metal,jīn,5
167,銂,钅,metal,jīn,5
167,銃,钅,metal,jīn,5
167,銄,钅,metal,jīn,5
167,銅,钅,metal,jīn,5
167,銆,钅,metal,jīn,5
167,銇,钅,metal,jīn,5
167,銈,钅,metal,jīn,5
167,銉,钅,metal,jīn,5
167,銊,钅,metal,jīn,5
167,銋,钅,metal,jīn,5
167,銌,钅,metal,jīn,5
167,銍,钅,metal,jīn,5
167,銎,钅,metal,jīn,5
167,銏,钅,metal,jīn,5
167,銐,钅,metal,jīn,5
167,銑,钅,metal,jīn,5
167,銒,钅,metal,jīn,5
167,銓,钅,metal,jīn,5
167,銔,钅,metal,jīn,5
167,銕,钅,metal,jīn,5
167,銖,钅,metal,jīn,5
167,銗,钅,metal,jīn,5
167,銘,钅,metal,jīn,5
167,銙,钅,metal,jīn,5
167,銚,钅,metal,jīn,5
167,銛,钅,metal,jīn,5
167,銜,钅,metal,jīn,5
167,銝,钅,metal,jīn,5
167,銞,钅,metal,jīn,5
167,銟,钅,metal,jīn,5
167,銠,钅,metal,jīn,5
167,銡,钅,metal,jīn,5
167,銢,钅,metal,jīn,5
167,銣,钅,metal,jīn,5
167,銤,钅,metal,jīn,5
167,銥,钅,metal,jīn,5
167,銦,钅,metal,jīn,5
167,銧,钅,metal,jīn,5
167,銨,钅,metal,jīn,5
167,銩,钅,metal,jīn,5
167,銪,钅,metal,jīn,5
167,銫,钅,metal,jīn,5
167,銬,钅,metal,jīn,5
167,銭,钅,metal,jīn,5
167,銮,钅,metal,jīn,5
167,銯,钅,metal,jīn,5
167,銰,钅,metal,jīn,5
167,銱,钅,metal,jīn,5
167,銲,钅,metal,jīn,5
167,銳,钅,metal,jīn,5
167,銴,钅,metal,jīn,5
167,銵,钅,metal,jīn,5
167,銶,钅,metal,jīn,5
167,銷,钅,metal,jīn,5
167,銸,钅,metal,jīn,5
167,銹,钅,metal,jīn,5
167,銺,钅,metal,jīn,5
167,銻,钅,metal,jīn,5
167,銼,钅,metal,jīn,5
167,銽,钅,metal,jīn,5
167,銾,钅,metal,jīn,5
167,銿,钅,metal,jīn,5
167,鋀,钅,metal,jīn,5
167,鋁,钅,metal,jīn,5
167,鋂,钅,metal,jīn,5
167,鋃,钅,metal,jīn,5
167,鋄,钅,metal,jīn,5
167,鋅,钅,metal,jīn,5
167,鋆,钅,metal,jīn,5
167,鋇,钅,metal,jīn,5
167,鋈,钅,metal,jīn,5
167,鋉,钅,metal,jīn,5
167,鋊,钅,metal,jīn,5
167,鋋,钅,metal,jīn,5
167,鋌,钅,metal,jīn,5
167,鋍,钅,metal,jīn,5
167,鋎,钅,metal,jīn,5
167,鋏,钅,metal,jīn,5
167,鋐,钅,metal,jīn,5
167,鋑,钅,metal,jīn,5
167,鋒,钅,metal,jīn,5
167,鋓,钅,metal,jīn,5
167,鋔,钅,metal,jīn,5
167,鋕,钅,metal,jīn,5
167,鋖,钅,metal,jīn,5
167,鋗,钅,metal,jīn,5
167,鋘,钅,metal,jīn,5
167,鋙,钅,metal,jīn,5
167,鋚,钅,metal,jīn,5
167,鋛,钅,metal,jīn,5
167,鋜,钅,metal,jīn,5
167,鋝,钅,metal,jīn,5
167,鋞,钅,metal,jīn,5
167,鋟,钅,metal,jīn,5
167,鋠,钅,metal,jīn,5
167,鋡,钅,metal,jīn,5
167,鋢,钅,metal,jīn,5
167,鋣,钅,metal,jīn,5
167,鋤,钅,metal,jīn,5
167,鋥,钅,metal,jīn,5
167,鋦,钅,metal,jīn,5
167,鋧,钅,metal,jīn,5
167,鋨,钅,metal,jīn,5
167,鋩,钅,metal,jīn,5
167,鋪,钅,metal,jīn,5
167,鋫,钅,metal,jīn,5
167,鋬,钅,metal,jīn,5
167,鋭,钅,metal,jīn,5
167,鋮,钅,metal,jīn,5
167,鋯,钅,metal,jīn,5
167,鋰,钅,metal,jīn,5
167,鋱,钅,metal,jīn,5
167,鋲,钅,metal,jīn,5
167,鋳,钅,metal,jīn,5
167,鋴,钅,metal,jīn,5
167,鋵,钅,metal,jīn,5
167,鋶,钅,metal,jīn,5
167,鋷,钅,metal,jīn,5
167,鋸,钅,metal,jīn,5
167,鋹,钅,metal,jīn,5
167,鋺,钅,metal,jīn,5
167,鋻,钅,metal,jīn,5
167,鋼,钅,metal,jīn,5
167,鋽,钅,metal,jīn,5
167,鋾,钅,metal,jīn,5
167,鋿,钅,metal,jīn,5
167,錀,钅,metal,jīn,5
167,錁,钅,metal,jīn,5
167,錂,钅,metal,jīn,5
167,錃,钅,metal,jīn,5
167,錄,钅,metal,jīn,5
167,錅,钅,metal,jīn,5
167,錆,钅,metal,jīn,5
167,錇,钅,metal,jīn,5
167,錈,钅,metal,jīn,5
167,錉,钅,metal,jīn,5
167,錊,钅,metal,jīn,5
167,錋,钅,metal,jīn,5
167,錌,钅,metal,jīn,5
167,錍,钅,metal,jīn,5
167,錎,钅,metal,jīn,5
167,錏,钅,metal,jīn,5
167,錐,钅,metal,jīn,5
167,錑,钅,metal,jīn,5
167,錒,钅,metal,jīn,5
167,錓,钅,metal,jīn,5
167,錔,钅,metal,jīn,5
167,錕,钅,metal,jīn,5
167,錖,钅,metal,jīn,5
167,錗,钅,metal,jīn,5
167,錘,钅,metal,jīn,5
167,錙,钅,metal,jīn,5
167,錚,钅,metal,jīn,5
167,錛,钅,metal,jīn,5
167,錜,钅,metal,jīn,5
167,錝,钅,metal,jīn,5
167,錞,钅,metal,jīn,5
167,錟,钅,metal,jīn,5
167,錠,钅,metal,jīn,5
167,錡,钅,metal,jīn,5
167,錢,钅,metal,jīn,5
167,錣,钅,metal,jīn,5
167,錤,钅,metal,jīn,5
167,錥,钅,metal,jīn,5
167,錦,钅,metal,jīn,5
167,錧,钅,metal,jīn,5
167,錨,钅,metal,jīn,5
167,錩,钅,metal,jīn,5
167,錪,钅,metal,jīn,5
167,錫,钅,metal,jīn,5
167,錬,钅,metal,jīn,5
167,錭,钅,metal,jīn,5
167,錮,钅,metal,jīn,5
167,錯,钅,metal,jīn,5
167,錰,钅,metal,jīn,5
167,錱,钅,metal,jīn,5
167,録,钅,metal,jīn,5
167,錳,钅,metal,jīn,5
167,錴,钅,metal,jīn,5
167,錵,钅,metal,jīn,5
167,錶,钅,metal,jīn,5
167,錷,钅,metal,jīn,5
167,錸,钅,metal,jīn,5
167,錹,钅,metal,jīn,5
167,錺,钅,metal,jīn,5
167,錻,钅,metal,jīn,5
167,錼,钅,metal,jīn,5
167,錽,钅,metal,jīn,5
167,錾,钅,metal,jīn,5
167,錿,钅,metal,jīn,5
167,鍀,钅,metal,jīn,5
167,鍁,钅,metal,jīn,5
167,鍂,钅,metal,jīn,5
167,鍃,钅,metal,jīn,5
167,鍄,钅,metal,jīn,5
167,鍆,钅,metal,jīn,5
167,鍇,钅,metal,jīn,5
167,鍈,钅,metal,jīn,5
167,鍉,钅,metal,jīn,5
167,鍊,钅,metal,jīn,5
167,鍋,钅,metal,jīn,5
167,鍌,钅,metal,jīn,5
167,鍍,钅,metal,jīn,5
167,鍎,钅,metal,jīn,5
167,鍏,钅,metal,jīn,5
167,鍐,钅,metal,jīn,5
167,鍑,钅,metal,jīn,5
167,鍒,钅,metal,jīn,5
167,鍓,钅,metal,jīn,5
167,鍔,钅,metal,jīn,5
167,鍕,钅,metal,jīn,5
167,鍖,钅,metal,jīn,5
167,鍗,钅,metal,jīn,5
167,鍘,钅,metal,jīn,5
167,鍙,钅,metal,jīn,5
167,鍚,钅,metal,jīn,5
167,鍛,钅,metal,jīn,5
167,鍜,钅,metal,jīn,5
167,鍝,钅,metal,jīn,5
167,鍞,钅,metal,jīn,5
167,鍟,钅,metal,jīn,5
167,鍠,钅,metal,jīn,5
167,鍡,钅,metal,jīn,5
167,鍢,钅,metal,jīn,5
167,鍣,钅,metal,jīn,5
167,鍤,钅,metal,jīn,5
167,鍥,钅,metal,jīn,5
167,鍦,钅,metal,jīn,5
167,鍧,钅,metal,jīn,5
167,鍨,钅,metal,jīn,5
167,鍩,钅,metal,jīn,5
167,鍪,钅,metal,jīn,5
167,鍫,钅,metal,jīn,5
167,鍬,钅,metal,jīn,5
167,鍭,钅,metal,jīn,5
167,鍮,钅,metal,jīn,5
167,鍯,钅,metal,jīn,5
167,鍰,钅,metal,jīn,5
167,鍱,钅,metal,jīn,5
167,鍲,钅,metal,jīn,5
167,鍳,钅,metal,jīn,5
167,鍴,钅,metal,jīn,5
167,鍵,钅,metal,jīn,5
167,鍶,钅,metal,jīn,5
167,鍷,钅,metal,jīn,5
167,鍸,钅,metal,jīn,5
167,鍹,钅,metal,jīn,5
167,鍺,钅,metal,jīn,5
167,鍻,钅,metal,jīn,5
167,鍼,钅,metal,jīn,5
167,鍽,钅,metal,jīn,5
167,鍾,钅,metal,jīn,5
167,鍿,钅,metal,jīn,5
167,鎀,钅,metal,jīn,5
167,鎁,钅,metal,jīn,5
167,鎂,钅,metal,jīn,5
167,鎃,钅,metal,jīn,5
167,鎄,钅,metal,jīn,5
167,鎅,钅,metal,jīn,5
167,鎆,钅,metal,jīn,5
167,鎇,钅,metal,jīn,5
167,鎈,钅,metal,jīn,5
167,鎉,钅,metal,jīn,5
167,鎊,钅,metal,jīn,5
167,鎋,钅,metal,jīn,5
167,鎌,钅,metal,jīn,5
167,鎍,钅,metal,jīn,5
167,鎎,钅,metal,jīn,5
167,鎏,钅,metal,jīn,5
167,鎐,钅,metal,jīn,5
167,鎑,钅,metal,jīn,5
167,鎒,钅,metal,jīn,5
167,鎓,钅,metal,jīn,5
167,鎔,钅,metal,jīn,5
167,鎕,钅,metal,jīn,5
167,鎖,钅,metal,jīn,5
167,鎗,钅,metal,jīn,5
167,鎘,钅,metal,jīn,5
167,鎙,钅,metal,jīn,5
167,鎚,钅,metal,jīn,5
167,鎛,钅,metal,jīn,5
167,鎜,钅,metal,jīn,5
167,鎝,钅,metal,jīn,5
167,鎞,钅,metal,jīn,5
167,鎟,钅,metal,jīn,5
167,鎠,钅,metal,jīn,5
167,鎡,钅,metal,jīn,5
167,鎢,钅,metal,jīn,5
167,鎣,钅,metal,jīn,5
167,鎤,钅,metal,jīn,5
167,鎥,钅,metal,jīn,5
167,鎦,钅,metal,jīn,5
167,鎧,钅,metal,jīn,5
167,鎨,钅,metal,jīn,5
167,鎩,钅,metal,jīn,5
167,鎪,钅,metal,jīn,5
167,鎫,钅,metal,jīn,5
167,鎬,钅,metal,jīn,5
167,鎭,钅,metal,jīn,5
167,鎮,钅,metal,jīn,5
167,鎯,钅,metal,jīn,5
167,鎰,钅,metal,jīn,5
167,鎱,钅,metal,jīn,5
167,鎲,钅,metal,jīn,5
167,鎳,钅,metal,jīn,5
167,鎴,钅,metal,jīn,5
167,鎵,钅,metal,jīn,5
167,鎶,钅,metal,jīn,5
167,鎷,钅,metal,jīn,5
167,鎸,钅,metal,jīn,5
167,鎹,钅,metal,jīn,5
167,鎺,钅,metal,jīn,5
167,鎻,钅,metal,jīn,5
167,鎼,钅,metal,jīn,5
167,鎽,钅,metal,jīn,5
167,鎾,钅,metal,jīn,5
167,鎿,钅,metal,jīn,5
167,鏀,钅,metal,jīn,5
167,鏁,钅,metal,jīn,5
167,鏂,钅,metal,jīn,5
167,鏃,钅,metal,jīn,5
167,鏄,钅,metal,jīn,5
167,鏅,钅,metal,jīn,5
167,鏆,钅,metal,jīn,5
167,鏇,钅,metal,jīn,5
167,鏈,钅,metal,jīn,5
167,鏉,钅,metal,jīn,5
167,鏊,钅,metal,jīn,5
167,鏋,钅,metal,jīn,5
167,鏌,钅,metal,jīn,5
167,鏍,钅,metal,jīn,5
167,鏎,钅,metal,jīn,5
167,鏏,钅,metal,jīn,5
167,鏐,钅,metal,jīn,5
167,鏑,钅,metal,jīn,5
167,鏒,钅,metal,jīn,5
167,鏓,钅,metal,jīn,5
167,鏔,钅,metal,jīn,5
167,鏕,钅,metal,jīn,5
167,鏖,钅,metal,jīn,5
167,鏗,钅,metal,jīn,5
167,鏘,钅,metal,jīn,5
167,鏙,钅,metal,jīn,5
167,鏚,钅,metal,jīn,5
167,鏛,钅,metal,jīn,5
167,鏜,钅,metal,jīn,5
167,鏝,钅,metal,jīn,5
167,鏞,钅,metal,jīn,5
167,鏟,钅,metal,jīn,5
167,鏠,钅,metal,jīn,5
167,鏡,钅,metal,jīn,5
167,鏢,钅,metal,jīn,5
167,鏣,钅,metal,jīn,5
167,鏤,钅,metal,jīn,5
167,鏥,钅,metal,jīn,5
167,鏦,钅,metal,jīn,5
167,鏧,钅,metal,jīn,5
167,鏨,钅,metal,jīn,5
167,鏩,钅,metal,jīn,5
167,鏪,钅,metal,jīn,5
167,鏫,钅,metal,jīn,5
167,鏬,钅,metal,jīn,5
167,鏭,钅,metal,jīn,5
167,鏮,钅,metal,jīn,5
167,鏯,钅,metal,jīn,5
167,鏰,钅,metal,jīn,5
167,鏱,钅,metal,jīn,5
167,鏲,钅,metal,jīn,5
167,鏳,钅,metal,jīn,5
167,鏴,钅,metal,jīn,5
167,鏵,钅,metal,jīn,5
167,鏶,钅,metal,jīn,5
167,鏷,钅,metal,jīn,5
167,鏸,钅,metal,jīn,5
167,鏹,钅,metal,jīn,5
167,鏺,钅,metal,jīn,5
167,鏻,钅,metal,jīn,5
167,鏼,钅,metal,jīn,5
167,鏽,钅,metal,jīn,5
167,鏾,钅,metal,jīn,5
167,鏿,钅,metal,jīn,5
167,鐀,钅,metal,jīn,5
167,鐁,钅,metal,jīn,5
167,鐂,钅,metal,jīn,5
167,鐃,钅,metal,jīn,5
167,鐄,钅,metal,jīn,5
167,鐅,钅,metal,jīn,5
167,鐆,钅,metal,jīn,5
167,鐇,钅,metal,jīn,5
167,鐈,钅,metal,jīn,5
167,鐉,钅,metal,jīn,5
167,鐊,钅,metal,jīn,5
167,鐋,钅,metal,jīn,5
167,鐌,钅,metal,jīn,5
167,鐍,钅,metal,jīn,5
167,鐎,钅,metal,jīn,5
167,鐏,钅,metal,jīn,5
167,鐐,钅,metal,jīn,5
167,鐑,钅,metal,jīn,5
167,鐒,钅,metal,jīn,5
167,鐓,钅,metal,jīn,5
167,鐔,钅,metal,jīn,5
167,鐕,钅,metal,jīn,5
167,鐖,钅,metal,jīn,5
167,鐗,钅,metal,jīn,5
167,鐘,钅,metal,jīn,5
167,鐙,钅,metal,jīn,5
167,鐚,钅,metal,jīn,5
167,鐛,钅,metal,jīn,5
167,鐜,钅,metal,jīn,5
167,鐝,钅,metal,jīn,5
167,鐞,钅,metal,jīn,5
167,鐟,钅,metal,jīn,5
167,鐠,钅,metal,jīn,5
167,鐡,钅,metal,jīn,5
167,鐢,钅,metal,jīn,5
167,鐣,钅,metal,jīn,5
167,鐤,钅,metal,jīn,5
167,鐥,钅,metal,jīn,5
167,鐦,钅,metal,jīn,5
167,鐧,钅,metal,jīn,5
167,鐨,钅,metal,jīn,5
167,鐩,钅,metal,jīn,5
167,鐪,钅,metal,jīn,5
167,鐫,钅,metal,jīn,5
167,鐬,钅,metal,jīn,5
167,鐭,钅,metal,jīn,5
167,鐮,钅,metal,jīn,5
167,鐯,钅,metal,jīn,5
167,鐰,钅,metal,jīn,5
167,鐱,钅,metal,jīn,5
167,鐲,钅,metal,jīn,5
167,鐳,钅,metal,jīn,5
167,鐴,钅,metal,jīn,5
167,鐵,钅,metal,jīn,5
167,鐶,钅,metal,jīn,5
167,鐷,钅,metal,jīn,5
167,鐸,钅,metal,jīn,5
167,鐹,钅,metal,jīn,5
167,鐺,钅,metal,jīn,5
167,鐻,钅,metal,jīn,5
167,鐼,钅,metal,jīn,5
167,鐽,钅,metal,jīn,5
167,鐾,钅,metal,jīn,5
167,鐿,钅,metal,jīn,5
167,鑀,钅,metal,jīn,5
167,鑁,钅,metal,jīn,5
167,鑂,钅,metal,jīn,5
167,鑃,钅,metal,jīn,5
167,鑄,钅,metal,jīn,5
167,鑅,钅,metal,jīn,5
167,鑆,钅,metal,jīn,5
167,鑇,钅,metal,jīn,5
167,鑈,钅,metal,jīn,5
167,鑉,钅,metal,jīn,5
167,鑊,钅,metal,jīn,5
167,鑋,钅,metal,jīn,5
167,鑌,钅,metal,jīn,5
167,鑍,钅,metal,jīn,5
167,鑎,钅,metal,jīn,5
167,鑏,钅,metal,jīn,5
167,鑐,钅,metal,jīn,5
167,鑑,钅,metal,jīn,5
167,鑒,钅,metal,jīn,5
167,鑓,钅,metal,jīn,5
167,鑔,钅,metal,jīn,5
167,鑕,钅,metal,jīn,5
167,鑖,钅,metal,jīn,5
167,鑗,钅,metal,jīn,5
167,鑘,钅,metal,jīn,5
167,鑙,钅,metal,jīn,5
167,鑚,钅,metal,jīn,5
167,鑛,钅,metal,jīn,5
167,鑜,钅,metal,jīn,5
167,鑝,钅,metal,jīn,5
167,鑞,钅,metal,jīn,5
167,鑟,钅,metal,jīn,5
167,鑠,钅,metal,jīn,5
167,鑡,钅,metal,jīn,5
167,鑢,钅,metal,jīn,5
167,鑣,钅,metal,jīn,5
167,鑤,钅,metal,jīn,5
167,鑥,钅,metal,jīn,5
167,鑦,钅,metal,jīn,5
167,鑧,钅,metal,jīn,5
167,鑨,钅,metal,jīn,5
167,鑩,钅,metal,jīn,5
167,鑪,钅,metal,jīn,5
167,鑫,钅,metal,jīn,5
167,鑬,钅,metal,jīn,5
167,鑭,钅,metal,jīn,5
167,鑮,钅,metal,jīn,5
167,鑯,钅,metal,jīn,5
167,鑰,钅,metal,jīn,5
167,鑱,钅,metal,jīn,5
167,鑲,钅,metal,jīn,5
167,鑳,钅,metal,jīn,5
167,鑴,钅,metal,jīn,5
167,鑵,钅,metal,jīn,5
167,鑶,钅,metal,jīn,5
167,鑷,钅,metal,jīn,5
167,鑸,钅,metal,jīn,5
167,鑹,钅,metal,jīn,5
167,鑺,钅,metal,jīn,5
167,鑻,钅,metal,jīn,5
167,鑼,钅,metal,jīn,5
167,鑽,钅,metal,jīn,5
167,鑾,钅,metal,jīn,5
167,鑿,钅,metal,jīn,5
167,钀,钅,metal,jīn,5
167,钁,钅,metal,jīn,5
167,钂,钅,metal,jīn,5
167,钃,钅,metal,jīn,5
167,钄,钅,metal,jīn,5
167,钅,钅,metal,jīn,5
167,钆,钅,metal,jīn,5
167,钇,钅,metal,jīn,5
167,针,钅,metal,jīn,5
167,钉,钅,metal,jīn,5
167,钊,钅,metal,jīn,5
167,钋,钅,metal,jīn,5
167,钌,钅,metal,jīn,5
167,钍,钅,metal,jīn,5
167,钎,钅,metal,jīn,5
167,钏,钅,metal,jīn,5
167,钐,钅,metal,jīn,5
167,钑,钅,metal,jīn,5
167,钒,钅,metal,jīn,5
167,钓,钅,metal,jīn,5
167,钔,钅,metal,jīn,5
167,钕,钅,metal,jīn,5
167,钖,钅,metal,jīn,5
167,钗,钅,metal,jīn,5
167,钘,钅,metal,jīn,5
167,钙,钅,metal,jīn,5
167,钚,钅,metal,jīn,5
167,钛,钅,metal,jīn,5
167,钜,钅,metal,jīn,5
167,钝,钅,metal,jīn,5
167,钞,钅,metal,jīn,5
167,钟,钅,metal,jīn,5
167,钠,钅,metal,jīn,5
167,钡,钅,metal,jīn,5
167,钢,钅,metal,jīn,5
167,钣,钅,metal,jīn,5
167,钤,钅,metal,jīn,5
167,钥,钅,metal,jīn,5
167,钦,钅,metal,jīn,5
167,钧,钅,metal,jīn,5
167,钨,钅,metal,jīn,5
167,钩,钅,metal,jīn,5
167,钪,钅,metal,jīn,5
167,钫,钅,metal,jīn,5
167,钬,钅,metal,jīn,5
167,钭,钅,metal,jīn,5
167,钮,钅,metal,jīn,5
167,钯,钅,metal,jīn,5
167,钰,钅,metal,jīn,5
167,钱,钅,metal,jīn,5
167,钲,钅,metal,jīn,5
167,钳,钅,metal,jīn,5
167,钴,钅,metal,jīn,5
167,钵,钅,metal,jīn,5
167,钶,钅,metal,jīn,5
167,钷,钅,metal,jīn,5
167,钸,钅,metal,jīn,5
167,钹,钅,metal,jīn,5
167,钺,钅,metal,jīn,5
167,钻,钅,metal,jīn,5
167,钼,钅,metal,jīn,5
167,钽,钅,metal,jīn,5
167,钾,钅,metal,jīn,5
167,钿,钅,metal,jīn,5
167,铀,钅,metal,jīn,5
167,铁,钅,metal,jīn,5
167,铂,钅,metal,jīn,5
167,铃,钅,metal,jīn,5
167,铄,钅,metal,jīn,5
167,铅,钅,metal,jīn,5
167,铆,钅,metal,jīn,5
167,铇,钅,metal,jīn,5
167,铈,钅,metal,jīn,5
167,铉,钅,metal,jīn,5
167,铊,钅,metal,jīn,5
167,铋,钅,metal,jīn,5
167,铌,钅,metal,jīn,5
167,铍,钅,metal,jīn,5
167,铎,钅,metal,jīn,5
167,铏,钅,metal,jīn,5
167,铐,钅,metal,jīn,5
167,铑,钅,metal,jīn,5
167,铒,钅,metal,jīn,5
167,铓,钅,metal,jīn,5
167,铔,钅,metal,jīn,5
167,铕,钅,metal,jīn,5
167,铖,钅,metal,jīn,5
167,铗,钅,metal,jīn,5
167,铘,钅,metal,jīn,5
167,铙,钅,metal,jīn,5
167,铚,钅,metal,jīn,5
167,铛,钅,metal,jīn,5
167,铜,钅,metal,jīn,5
167,铝,钅,metal,jīn,5
167,铞,钅,metal,jīn,5
167,铟,钅,metal,jīn,5
167,铠,钅,metal,jīn,5
167,铡,钅,metal,jīn,5
167,铢,钅,metal,jīn,5
167,铣,钅,metal,jīn,5
167,铤,钅,metal,jīn,5
167,铥,钅,metal,jīn,5
167,铦,钅,metal,jīn,5
167,铧,钅,metal,jīn,5
167,铨,钅,metal,jīn,5
167,铩,钅,metal,jīn,5
167,铪,钅,metal,jīn,5
167,铫,钅,metal,jīn,5
167,铬,钅,metal,jīn,5
167,铭,钅,metal,jīn,5
167,铮,钅,metal,jīn,5
167,铯,钅,metal,jīn,5
167,铰,钅,metal,jīn,5
167,铱,钅,metal,jīn,5
167,铲,钅,metal,jīn,5
167,铳,钅,metal,jīn,5
167,铴,钅,metal,jīn,5
167,铵,钅,metal,jīn,5
167,银,钅,metal,jīn,5
167,铷,钅,metal,jīn,5
167,铸,钅,metal,jīn,5
167,铹,钅,metal,jīn,5
167,铺,钅,metal,jīn,5
167,铻,钅,metal,jīn,5
167,铼,钅,metal,jīn,5
167,铽,钅,metal,jīn,5
167,链,钅,metal,jīn,5
167,铿,钅,metal,jīn,5
167,销,钅,metal,jīn,5
167,锁,钅,metal,jīn,5
167,锂,钅,metal,jīn,5
167,锃,钅,metal,jīn,5
167,锄,钅,metal,jīn,5
167,锅,钅,metal,jīn,5
167,锆,钅,metal,jīn,5
167,锇,钅,metal,jīn,5
167,锈,钅,metal,jīn,5
167,锉,钅,metal,jīn,5
167,锊,钅,metal,jīn,5
167,锋,钅,metal,jīn,5
167,锌,钅,metal,jīn,5
167,锍,钅,metal,jīn,5
167,锎,钅,metal,jīn,5
167,锏,钅,metal,jīn,5
167,锐,钅,metal,jīn,5
167,锑,钅,metal,jīn,5
167,锒,钅,metal,jīn,5
167,锓,钅,metal,jīn,5
167,锔,钅,metal,jīn,5
167,锕,钅,metal,jīn,5
167,锖,钅,metal,jīn,5
167,锗,钅,metal,jīn,5
167,锘,钅,metal,jīn,5
167,错,钅,metal,jīn,5
167,锚,钅,metal,jīn,5
167,锛,钅,metal,jīn,5
167,锜,钅,metal,jīn,5
167,锝,钅,metal,jīn,5
167,锞,钅,metal,jīn,5
167,锟,钅,metal,jīn,5
167,锠,钅,metal,jīn,5
167,锡,钅,metal,jīn,5
167,锢,钅,metal,jīn,5
167,锣,钅,metal,jīn,5
167,锤,钅,metal,jīn,5
167,锥,钅,metal,jīn,5
167,锦,钅,metal,jīn,5
167,锧,钅,metal,jīn,5
167,锨,钅,metal,jīn,5
167,锩,钅,metal,jīn,5
167,锪,钅,metal,jīn,5
167,锫,钅,metal,jīn,5
167,锬,钅,metal,jīn,5
167,锭,钅,metal,jīn,5
167,键,钅,metal,jīn,5
167,锯,钅,metal,jīn,5
167,锰,钅,metal,jīn,5
167,锱,钅,metal,jīn,5
167,锲,钅,metal,jīn,5
167,锳,钅,metal,jīn,5
167,锴,钅,metal,jīn,5
167,锵,钅,metal,jīn,5
167,锶,钅,metal,jīn,5
167,锷,钅,metal,jīn,5
167,锸,钅,metal,jīn,5
167,锹,钅,metal,jīn,5
167,锺,钅,metal,jīn,5
167,锻,钅,metal,jīn,5
167,锼,钅,metal,jīn,5
167,锽,钅,metal,jīn,5
167,锾,钅,metal,jīn,5
167,锿,钅,metal,jīn,5
167,镀,钅,metal,jīn,5
167,镁,钅,metal,jīn,5
167,镂,钅,metal,jīn,5
167,镃,钅,metal,jīn,5
167,镄,钅,metal,jīn,5
167,镅,钅,metal,jīn,5
167,镆,钅,metal,jīn,5
167,镇,钅,metal,jīn,5
167,镈,钅,metal,jīn,5
167,镉,钅,metal,jīn,5
167,镊,钅,metal,jīn,5
167,镋,钅,metal,jīn,5
167,镌,钅,metal,jīn,5
167,镍,钅,metal,jīn,5
167,镎,钅,metal,jīn,5
167,镏,钅,metal,jīn,5
167,镐,钅,metal,jīn,5
167,镑,钅,metal,jīn,5
167,镒,钅,metal,jīn,5
167,镓,钅,metal,jīn,5
167,镔,钅,metal,jīn,5
167,镕,钅,metal,jīn,5
167,镖,钅,metal,jīn,5
167,镗,钅,metal,jīn,5
167,镘,钅,metal,jīn,5
167,镙,钅,metal,jīn,5
167,镚,钅,metal,jīn,5
167,镛,钅,metal,jīn,5
167,镜,钅,metal,jīn,5
167,镝,钅,metal,jīn,5
167,镞,钅,metal,jīn,5
167,镟,钅,metal,jīn,5
167,镠,钅,metal,jīn,5
167,镡,钅,metal,jīn,5
167,镢,钅,metal,jīn,5
167,镣,钅,metal,jīn,5
167,镤,钅,metal,jīn,5
167,镥,钅,metal,jīn,5
167,镦,钅,metal,jīn,5
167,镧,钅,metal,jīn,5
167,镨,钅,metal,jīn,5
167,镩,钅,metal,jīn,5
167,镪,钅,metal,jīn,5
167,镫,钅,metal,jīn,5
167,镬,钅,metal,jīn,5
167,镭,钅,metal,jīn,5
167,镮,钅,metal,jīn,5
167,镯,钅,metal,jīn,5
167,镰,钅,metal,jīn,5
167,镱,钅,metal,jīn,5
167,镲,钅,metal,jīn,5
167,镳,钅,metal,jīn,5
167,镴,钅,metal,jīn,5
167,镵,钅,metal,jīn,5
167,镶,钅,metal,jīn,5
168,長,长,long,cháng,4
168,镸,长,long,cháng,4
168,镹,长,long,cháng,4
168,镺,长,long,cháng,4
168,镻,长,long,cháng,4
168,镼,长,long,cháng,4
168,镽,长,long,cháng,4
168,镾,长,long,cháng,4
168,长,长,long,cháng,4
169,門,门,gate,mén,3
169,閁,门,gate,mén,3
169,閂,门,gate,mén,3
169,閃,门,gate,mén,3
169,閄,门,gate,mén,3
169,閅,门,gate,mén,3
169,閆,门,gate,mén,3
169,閇,门,gate,mén,3
169,閈,门,gate,mén,3
169,閉,门,gate,mén,3
169,閊,门,gate,mén,3
169,開,门,gate,mén,3
169,閌,门,gate,mén,3
169,閍,门,gate,mén,3
169,閎,门,gate,mén,3
169,閏,门,gate,mén,3
169,閐,门,gate,mén,3
169,閑,门,gate,mén,3
169,閒,门,gate,mén,3
169,間,门,gate,mén,3
169,閔,门,gate,mén,3
169,閕,门,gate,mén,3
169,閖,门,gate,mén,3
169,閗,门,gate,mén,3
169,閘,门,gate,mén,3
169,閙,门,gate,mén,3
169,閚,门,gate,mén,3
169,閛,门,gate,mén,3
169,閜,门,gate,mén,3
169,閝,门,gate,mén,3
169,閞,门,gate,mén,3
169,閟,门,gate,mén,3
169,閠,门,gate,mén,3
169,閡,门,gate,mén,3
169,関,门,gate,mén,3
169,閣,门,gate,mén,3
169,閤,门,gate,mén,3
